product_id,product_name,category,sub-category,sub_category
OFF-FA-10000624,Oic Binder Clips,Office Supplies,Fasteners,Low
TEC-AC-10001908,Logitech Wireless Headset H800,Technology,Accessories,Low
FUR-FU-10001967,Telescoping Adjustable Floor Lamp,Furniture,Furnishings,Low
TEC-PH-10003645,Aastra 57I Voip Phone,Technology,Phones,Medium
OFF-ST-10000675,"File Shuttle Ii And Handi-File, Black",Office Supplies,Storage,Low
FUR-CH-10003312,Hon 2090 ÂPillow Softâ Series Mid Back Swivel/Tilt Chairs,Furniture,Chairs,High
OFF-LA-10001074,Round Specialty Laser Printer Labels,Office Supplies,Labels,Medium
OFF-BI-10001524,Gbc Premium Transparent Covers With Diagonal Lined Pattern,Office Supplies,Binders,Low
TEC-PH-10004614,At&T 841000 Phone,Technology,Phones,Low
OFF-BI-10001153,Ibico Recycled Grain-Textured Covers,Office Supplies,Binders,Low
OFF-BI-10001982,Wilson Jones Custom Binder Spines & Labels,Office Supplies,Binders,Low
OFF-BI-10001922,Storex Dura Pro Binders,Office Supplies,Binders,Low
TEC-CO-10001449,Hewlett Packard Laserjet 3310 Copier,Technology,Copiers,High
OFF-BI-10004140,Avery Non-Stick Binders,Office Supplies,Binders,Low
OFF-BI-10003314,Tuff Stuff Recycled Round Ring Binders,Office Supplies,Binders,Low
FUR-TA-10004575,Hon 5100 Series Wood Tables,Furniture,Tables,High
OFF-FA-10000490,"Oic Binder Clips, Mini, 1/4"" Capacity, Black",Office Supplies,Fasteners,Low
OFF-AR-10000122,Newell 314,Office Supplies,Art,Low
TEC-PH-10000702,"Square Credit Card Reader, 4 1/2"" X 4 1/2"" X 1"", White",Technology,Phones,Low
OFF-AR-10001374,"Bic Brite Liner Highlighters, Chisel Tip",Office Supplies,Art,Low
OFF-PA-10001970,Xerox 1881,Office Supplies,Paper,Low
OFF-BI-10002160,Acco Hanging Data Binders,Office Supplies,Binders,Low
OFF-BI-10004995,Gbc Docubind P400 Electric Binding System,Office Supplies,Binders,High
FUR-BO-10002268,Sauder Barrister Bookcases,Furniture,Bookcases,Medium
OFF-EN-10001137,"#10 Gummed Flap White Envelopes, 100/Box",Office Supplies,Envelopes,Low
OFF-AR-10002399,"Dixon Prang Watercolor Pencils, 10-Color Set With Brush",Office Supplies,Art,Low
OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16Â X 11Â",Office Supplies,Paper,Low
OFF-AP-10001124,Belkin 8 Outlet Surgemaster Ii Gold Surge Protector With Phone Protection,Office Supplies,Appliances,High
OFF-LA-10001158,"Avery Address/Shipping Labels For Typewriters, 4"" X 2""",Office Supplies,Labels,Low
FUR-CH-10000785,Global Ergonomic Managers Chair,Furniture,Chairs,Medium
OFF-AR-10003732,Newell 333,Office Supplies,Art,Low
FUR-FU-10000023,Eldon Wave Desk Accessories,Furniture,Furnishings,Low
OFF-BI-10002412,Wilson Jones ÂSnapâ Scratch Pad Binder Tool For Ring Binders,Office Supplies,Binders,Low
OFF-SU-10001225,Staple Remover,Office Supplies,Supplies,Low
OFF-ST-10002406,Pizazz Global Quick File,Office Supplies,Storage,Medium
OFF-PA-10002036,Xerox 1930,Office Supplies,Paper,Low
OFF-ST-10002205,File Shuttle I And Handi-File,Office Supplies,Storage,Low
TEC-AC-10003911,Netgear Ac1750 Dual Band Gigabitâ Smart Wifi Router,Technology,Accessories,High
OFF-AR-10000658,Newell 324,Office Supplies,Art,Low
TEC-AC-10002076,Microsoft Natural Keyboard Elite,Technology,Accessories,Medium
OFF-PA-10003039,Xerox 1960,Office Supplies,Paper,Low
FUR-TA-10004915,"Office Impressions End Table, 20-1/2""H X 24""W X 20""D",Furniture,Tables,High
OFF-AP-10000696,Holmes Odor Grabber,Office Supplies,Appliances,Low
OFF-ST-10003327,Akro-Mils 12-Gallon Tote,Office Supplies,Storage,Low
OFF-BI-10000309,"Gbc Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Office Supplies,Binders,Low
OFF-PA-10004734,Southworth Structures Collection,Office Supplies,Paper,Low
OFF-BI-10002225,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" X 14-7/8""",Office Supplies,Binders,Low
TEC-AC-10004708,Sony 32Gb Class 10 Micro Sdhc R40 Memory Card,Technology,Accessories,Low
FUR-TA-10000617,"Hon Practical Foundations 30 X 60 Training Table, Light Gray/Charcoal",Furniture,Tables,Medium
TEC-AC-10002335,Logitech Media Keyboard K200,Technology,Accessories,Low
TEC-MA-10001681,Lexmark Marknet N8150 Wireless Print Server,Technology,Machines,Medium
FUR-FU-10001935,3M Hangers With Command Adhesive,Furniture,Furnishings,Low
OFF-AR-10004757,Crayola Colored Pencils,Office Supplies,Art,Low
OFF-BI-10000050,"Angle-D Binders With Locking Rings, Label Holders",Office Supplies,Binders,Low
TEC-PH-10003012,Nortel Meridian M3904 Professional Digital Phone,Technology,Phones,Medium
TEC-CO-10002313,Canon Pc1080F Personal Copier,Technology,Copiers,High
OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,Office Supplies,Binders,Low
OFF-BI-10004492,Tuf-Vin Binders,Office Supplies,Binders,Low
OFF-ST-10000798,2300 Heavy-Duty Transfer File Systems By Perma,Office Supplies,Storage,Low
OFF-PA-10002552,Xerox 1958,Office Supplies,Paper,Low
OFF-SU-10002573,"Acme 10"" Easy Grip Assistive Scissors",Office Supplies,Supplies,Low
OFF-ST-10001580,Super Decoflex Portable Personal File,Office Supplies,Storage,Low
OFF-ST-10000934,"Contico 72""H Heavy-Duty Storage System",Office Supplies,Storage,Medium
TEC-AC-10000158,Sony 64Gb Class 10 Micro Sdhc R40 Memory Card,Technology,Accessories,Low
OFF-PA-10001947,Xerox 1974,Office Supplies,Paper,Low
OFF-AR-10003478,"Avery Hi-Liter Everbold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Art,Low
OFF-AP-10004249,Staple Holder,Office Supplies,Appliances,Low
TEC-CO-10004115,Sharp Al-1530Cs Digital Copier,Technology,Copiers,High
OFF-PA-10003724,"Wirebound Message Book, 4 Per Page",Office Supplies,Paper,Low
FUR-TA-10002041,"Bevis Round Conference Table Top, X-Base",Furniture,Tables,High
OFF-PA-10002893,"Wirebound Service Call Books, 5 1/2"" X 4""",Office Supplies,Paper,Low
OFF-LA-10003766,Self-Adhesive Removable Labels,Office Supplies,Labels,Low
FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase In Odessa Pine,Furniture,Bookcases,High
FUR-CH-10003956,Novimex High-Tech Fabric Mesh Task Chair,Furniture,Chairs,Medium
OFF-PA-10000157,Xerox 191,Office Supplies,Paper,Medium
OFF-AR-10004344,Bulldog Vacuum Base Pencil Sharpener,Office Supplies,Art,Low
FUR-CH-10004886,Bevis Steel Folding Chairs,Furniture,Chairs,Medium
OFF-PA-10003845,Xerox 1987,Office Supplies,Paper,Low
OFF-AR-10001573,American Pencil,Office Supplies,Art,Low
OFF-EN-10000483,"White Envelopes, White Envelopes With Clear Poly Window",Office Supplies,Envelopes,Low
TEC-AC-10004114,Keytronicâ 6101 Series -Â Keyboardâ - Black,Technology,Accessories,Medium
FUR-FU-10004712,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",Furniture,Furnishings,Low
OFF-ST-10000918,Crate-A-Files,Office Supplies,Storage,Low
FUR-CH-10000015,Hon Multipurpose Stacking Arm Chairs,Furniture,Chairs,High
FUR-FU-10003347,Coloredge Poster Frame,Furniture,Furnishings,Low
OFF-BI-10001543,Gbc Velobinder Manual Binding System,Office Supplies,Binders,Medium
TEC-MA-10000029,"Epson Workforce Wf-2530 All-In-One Printer, Copier Scanner",Technology,Machines,Low
OFF-AR-10000369,Design Ebony Sketching Pencil,Office Supplies,Art,Low
OFF-BI-10004584,Gbc Proclick 150 Presentation Binding System,Office Supplies,Binders,Medium
OFF-ST-10000617,Woodgrain Magazine Files By Perma,Office Supplies,Storage,Low
OFF-ST-10003306,Letter Size Cart,Office Supplies,Storage,High
OFF-BI-10000773,Insertable Tab Post Binder Dividers,Office Supplies,Binders,Low
TEC-AC-10002600,Belkin Qode Fastfit Bluetooth Keyboard,Technology,Accessories,Medium
TEC-MA-10002937,"Canon Color Imageclass Mf8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",Technology,Machines,High
OFF-PA-10002230,Xerox 1897,Office Supplies,Paper,Low
FUR-CH-10003396,Global Deluxe Steno Chair,Furniture,Chairs,Medium
FUR-FU-10000246,Aluminum Document Frame,Furniture,Furnishings,Low
OFF-ST-10000060,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Office Supplies,Storage,Medium
OFF-ST-10003058,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Office Supplies,Storage,Low
OFF-PA-10002222,"Xerox Color Copier Paper, 11"" X 17"", Ream",Office Supplies,Paper,Low
FUR-CH-10002372,Office Star - Ergonomically Designed Knee Chair,Furniture,Chairs,Medium
OFF-LA-10001317,Avery 520,Office Supplies,Labels,Low
FUR-FU-10000206,"Ge General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Furniture,Furnishings,Low
OFF-AR-10000588,Newell 345,Office Supplies,Art,Low
OFF-ST-10001469,Fellowes Bankers Box Recycled Super Stor/Drawer,Office Supplies,Storage,Medium
OFF-AR-10001953,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Office Supplies,Art,Medium
OFF-AR-10003156,50 Colored Long Pencils,Office Supplies,Art,Low
OFF-AR-10004974,Newell 342,Office Supplies,Art,Low
TEC-PH-10002365,Belkin Grip Candy Sheer Case / Cover For Iphone 5 And 5S,Technology,Phones,Low
OFF-ST-10000142,Deluxe Rollaway Locking File With Drawer,Office Supplies,Storage,High
TEC-AC-10001772,Memorex Mini Travel Drive 16 Gb Usb 2.0 Flash Drive,Technology,Accessories,Low
FUR-CH-10000225,"Global Geo Office Task Chair, Gray",Furniture,Chairs,Medium
FUR-CH-10002331,Hon 4700 Series Mobuis Mid-Back Task Chairs With Adjustable Arms,Furniture,Chairs,High
OFF-EN-10001415,Staple Envelope,Office Supplies,Envelopes,Low
OFF-AP-10002472,3M Office Air Cleaner,Office Supplies,Appliances,Medium
TEC-AC-10004571,Logitech G700S Rechargeable Gaming Mouse,Technology,Accessories,High
OFF-BI-10001098,Acco D-Ring Binder W/Dubllock,Office Supplies,Binders,Low
FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,Furniture,Tables,High
OFF-BI-10000315,Poly Designer Cover & Back,Office Supplies,Binders,Low
OFF-SU-10003505,Premier Electric Letter Opener,Office Supplies,Supplies,Medium
OFF-AP-10002578,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone And Remote",Office Supplies,Appliances,Low
FUR-BO-10002824,Bush Mission Pointe Library,Furniture,Bookcases,Medium
OFF-BI-10002194,Cardinal Hold-It Cd Pocket,Office Supplies,Binders,Low
OFF-PA-10004071,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Office Supplies,Paper,Low
OFF-ST-10002743,Safco Boltless Steel Shelving,Office Supplies,Storage,Medium
FUR-BO-10001601,"Sauder Mission Library With Doors, Fruitwood Finish",Furniture,Bookcases,Medium
TEC-PH-10002680,Samsung Galaxy Note 3,Technology,Phones,High
OFF-ST-10001321,"Decoflex Hanging Personal Folder File, Blue",Office Supplies,Storage,Low
OFF-PA-10001509,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Office Supplies,Paper,Low
OFF-PA-10003465,Xerox 1912,Office Supplies,Paper,Low
TEC-PH-10000149,Cisco Spa525G2 Ip Phone - Wireless,Technology,Phones,Low
OFF-AR-10003045,Prang Colored Pencils,Office Supplies,Art,Low
OFF-ST-10000689,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Office Supplies,Storage,High
TEC-AC-10001445,Imationâ Usb 2.0 Swivelâ Flash Driveâ Usbâ Flash Driveâ - 4 Gb - Pink,Technology,Accessories,Low
TEC-AC-10002567,Logitech G602 Wireless Gaming Mouse,Technology,Accessories,Medium
OFF-LA-10003923,Alphabetical Labels For Top Tab Filing,Office Supplies,Labels,Low
FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,Bookcases,High
TEC-PH-10001924,Ihome Fm Clock Radio With Lightning Dock,Technology,Phones,Medium
TEC-PH-10001363,Apple Iphone 5S,Technology,Phones,High
TEC-PH-10000376,Square Credit Card Reader,Technology,Phones,Low
TEC-AC-10000303,Logitech M510 Wireless Mouse,Technology,Accessories,Low
OFF-ST-10001809,Fellowes Officeware Wire Shelving,Office Supplies,Storage,Medium
OFF-EN-10003845,Colored Envelopes,Office Supplies,Envelopes,Low
TEC-AC-10000991,Sony Micro Vault Click 8 Gb Usb 2.0 Flash Drive,Technology,Accessories,Low
FUR-TA-10001857,Balt Solid Wood Rectangular Table,Furniture,Tables,Medium
OFF-EN-10001434,"Strathmore #10 Envelopes, Ultimate White",Office Supplies,Envelopes,Medium
OFF-BI-10002498,Clear Mylar Reinforcing Strips,Office Supplies,Binders,Medium
FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Furniture,Furnishings,Medium
FUR-FU-10000073,Deflect-O Glasstique Clear Desk Accessories,Furniture,Furnishings,Low
OFF-BI-10001670,Vinyl Sectional Post Binders,Office Supplies,Binders,Low
OFF-BI-10001658,Gbc Standard Therm-A-Bind Covers,Office Supplies,Binders,Low
FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,Furniture,Chairs,High
OFF-BI-10000831,Storex Flexible Poly Binders With Double Pockets,Office Supplies,Binders,Low
OFF-PA-10000357,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 Lbs., 14 7/8 X 11",Office Supplies,Paper,Low
OFF-AR-10001662,Rogers Handheld Barrel Pencil Sharpener,Office Supplies,Art,Low
OFF-AR-10003856,Newell 344,Office Supplies,Art,Low
OFF-BI-10003527,Fellowes Pb500 Electric Punch Plastic Comb Binding Machine With Manual Bind,Office Supplies,Binders,High
FUR-FU-10001290,Executive Impressions Supervisor Wall Clock,Furniture,Furnishings,Medium
TEC-AC-10002399,Sandisk Cruzer 32 Gb Usb Flash Drive,Technology,Accessories,Low
OFF-AR-10003811,Newell 327,Office Supplies,Art,Low
OFF-AR-10001246,Newell 317,Office Supplies,Art,Low
TEC-CO-10003236,Canon Image Class D660 Copier,Technology,Copiers,High
OFF-ST-10004507,Advantus Rolling Storage Box,Office Supplies,Storage,Low
OFF-PA-10001667,Great White Multi-Use Recycled Paper (20Lb. And 84 Bright),Office Supplies,Paper,Low
OFF-ST-10004459,Tennsco Single-Tier Lockers,Office Supplies,Storage,High
OFF-ST-10000736,Carina Double Wide Media Storage Towers In Natural & Black,Office Supplies,Storage,Medium
OFF-BI-10000285,Xtralife Clearvue Slant-D Ring Binders By Cardinal,Office Supplies,Binders,Low
TEC-PH-10003555,Motorola Hk250 Universal Bluetooth Headset,Technology,Phones,Low
OFF-FA-10002815,Staples,Office Supplies,Fasteners,Low
FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,Furniture,Chairs,High
OFF-ST-10004963,Eldon Gobal File Keepers,Office Supplies,Storage,Low
OFF-SU-10002881,Martin Yale Chadless Opener Electric Letter Opener,Office Supplies,Supplies,High
OFF-EN-10001335,"White Business Envelopes With Contemporary Seam, Recycled White Business Envelopes",Office Supplies,Envelopes,Low
FUR-CH-10000595,Safco Contoured Stacking Chairs,Furniture,Chairs,Medium
FUR-FU-10000448,Tenex Chairmats For Use With Carpeted Floors,Furniture,Furnishings,Low
TEC-PH-10000984,Panasonic Kx-Tg9471B,Technology,Phones,High
OFF-ST-10001325,Sterilite Officeware Hinged File Box,Office Supplies,Storage,Low
OFF-BI-10002429,"Premier Elliptical Ring Binder, Black",Office Supplies,Binders,Low
OFF-BI-10004528,Cardinal Poly Pocket Divider Pockets For Ring Binders,Office Supplies,Binders,Low
OFF-AP-10001271,Eureka The Boss Cordless Rechargeable Stick Vac,Office Supplies,Appliances,Medium
FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs,Medium
TEC-AC-10001432,Enermax Aurora Lite Keyboard,Technology,Accessories,Medium
TEC-PH-10002262,Lg Electronics Tone+ Hbs-730 Bluetooth Headset,Technology,Phones,Medium
TEC-AC-10001465,Sandisk Cruzer 64 Gb Usb Flash Drive,Technology,Accessories,Low
TEC-PH-10002597,Xblue Xb-1670-86 X16 Smallâ Office Telephoneâ - Titanium,Technology,Phones,Medium
FUR-FU-10000723,"Deflect-O Economat Studded, No Bevel Mat For Low Pile Carpeting",Furniture,Furnishings,Low
OFF-BI-10000404,Avery Printable Repositionable Plastic Tabs,Office Supplies,Binders,Low
OFF-PA-10002986,Xerox 1898,Office Supplies,Paper,Low
OFF-SU-10001935,Staple Remover,Office Supplies,Supplies,Low
FUR-CH-10002024,Hon 5400 Series Task Chairs For Big And Tall,Furniture,Chairs,High
FUR-FU-10003039,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Furniture,Furnishings,Low
OFF-FA-10004248,Advantus T-Pin Paper Clips,Office Supplies,Fasteners,Low
OFF-ST-10001780,Tennsco 16-Compartment Lockers With Coat Rack,Office Supplies,Storage,High
OFF-AR-10003560,Zebra Zazzle Fluorescent Highlighters,Office Supplies,Art,Low
OFF-LA-10001297,Avery 473,Office Supplies,Labels,Low
FUR-TA-10004256,Bretford ÂJust In Timeâ Height-Adjustable Multi-Task Work Tables,Furniture,Tables,High
OFF-PA-10003441,Xerox 226,Office Supplies,Paper,Low
OFF-BI-10000069,"Gbc Prepunched Paper, 19-Hole, For Binding Systems, 24-Lb",Office Supplies,Binders,Low
OFF-AP-10003914,"Sanitaire Vibra Groomer Ir Commercial Upright Vacuum, Replacement Belts",Office Supplies,Appliances,Low
FUR-FU-10004020,Advantus Panel Wall Acrylic Frame,Furniture,Furnishings,Low
OFF-FA-10003467,"Alliance Big Bands Rubber Bands, 12/Pack",Office Supplies,Fasteners,Low
TEC-PH-10002496,Cisco Spa301,Technology,Phones,Medium
OFF-PA-10004530,Personal Creations Ink Jet Cards And Labels,Office Supplies,Paper,Low
OFF-BI-10001107,"Gbc White Gloss Covers, Plain Front",Office Supplies,Binders,Low
OFF-PA-10004451,Xerox 222,Office Supplies,Paper,Low
FUR-CH-10004997,Hon Every-Day Series Multi-Task Chairs,Furniture,Chairs,Medium
TEC-PH-10000347,Cush Cases Heavy Duty Rugged Cover Case For Samsung Galaxy S5 - Purple,Technology,Phones,Low
OFF-AR-10003394,Newell 332,Office Supplies,Art,Low
OFF-PA-10001450,Rediform S.O.S. Phone Message Books,Office Supplies,Paper,Low
OFF-SU-10001574,Acme Value Line Scissors,Office Supplies,Supplies,Low
FUR-FU-10001475,"Contract Clock, 14"", Brown",Furniture,Furnishings,Low
OFF-SU-10004498,Martin-Yale Premier Letter Opener,Office Supplies,Supplies,Low
TEC-PH-10000586,At&T Sb67148 Synj,Technology,Phones,Medium
OFF-BI-10002764,Recycled Pressboard Report Cover With Reinforced Top Hinge,Office Supplies,Binders,Low
OFF-LA-10003930,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Office Supplies,Labels,Medium
TEC-PH-10003800,I.Sound Portable Power - 8000 Mah,Technology,Phones,Low
OFF-PA-10002005,Xerox 225,Office Supplies,Paper,Low
OFF-PA-10004101,Xerox 1894,Office Supplies,Paper,Low
OFF-AR-10004078,Newell 312,Office Supplies,Art,Low
OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies,Appliances,Low
FUR-FU-10001979,Dana Halogen Swing-Arm Architect Lamp,Furniture,Furnishings,Medium
OFF-SU-10004115,Acme Stainless Steel Office Snips,Office Supplies,Supplies,Low
TEC-PH-10001425,Mophie Juice Pack Helium For Iphone,Technology,Phones,Medium
TEC-PH-10003963,Ge 2-Jack Phone Line Splitter,Technology,Phones,Medium
OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",Office Supplies,Storage,Medium
OFF-PA-10002120,Xerox 1889,Office Supplies,Paper,Medium
OFF-BI-10000848,Angle-D Ring Binders,Office Supplies,Binders,Low
TEC-PH-10003092,Motorola L804,Technology,Phones,Low
OFF-LA-10004345,Avery 493,Office Supplies,Labels,Low
OFF-PA-10001204,Xerox 1972,Office Supplies,Paper,Low
TEC-PH-10004667,Cisco 8X8 Inc. 6753I Ip Business Phone System,Technology,Phones,High
OFF-BI-10002949,Prestige Round Ring Binders,Office Supplies,Binders,Low
FUR-FU-10003849,"Dax Metal Frame, Desktop, Stepped-Edge",Furniture,Furnishings,Low
FUR-FU-10000010,"Dax Value U-Channel Document Frames, Easel Back",Furniture,Furnishings,Low
OFF-BI-10002824,Recycled Easel Ring Binders,Office Supplies,Binders,Medium
TEC-PH-10002538,Grandstream Gxp1160 Voip Phone,Technology,Phones,Low
OFF-BI-10002103,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Office Supplies,Binders,Low
FUR-CH-10004853,"Global Manager'S Adjustable Task Chair, Storm",Furniture,Chairs,Medium
OFF-AP-10000179,Honeywell Enviracaire Portable Hepa Air Cleaner For Up To 10 X 16 Room,Office Supplies,Appliances,High
OFF-ST-10001272,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",Office Supplies,Storage,High
FUR-FU-10000221,"Master Caster Door Stop, Brown",Furniture,Furnishings,Low
OFF-AP-10001563,Belkin Premiere Surge Master Ii 8-Outlet Surge Protector,Office Supplies,Appliances,Low
OFF-BI-10000605,"Acco Pressboard Covers With Storage Hooks, 9 1/2"" X 11"", Executive Red",Office Supplies,Binders,Low
OFF-ST-10001963,Tennsco Regal Shelving Units,Office Supplies,Storage,Medium
TEC-AC-10001267,Imationâ 32Gb Pocket Pro Usb 3.0Â Flash Driveâ - 32 Gb - Black - 1 P ...,Technology,Accessories,Medium
TEC-PH-10002103,Jabra Speak 410,Technology,Phones,Medium
TEC-AC-10002857,"Verbatim 25 Gb 6X Blu-Ray Single Layer Recordable Disc, 1/Pack",Technology,Accessories,Low
FUR-CH-10001482,Office Star - Mesh Screen Back Chair With Vinyl Seat,Furniture,Chairs,Medium
OFF-BI-10001989,Premium Transparent Presentation Covers By Gbc,Office Supplies,Binders,Low
OFF-AP-10003287,Tripp Lite Tlp810Net Broadband Surge For Modem/Fax,Office Supplies,Appliances,Medium
OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool For Ring Binders,Office Supplies,Binders,Low
FUR-FU-10000732,Eldon 200 Class Desk Accessories,Furniture,Furnishings,Low
OFF-ST-10000585,Economy Rollaway Files,Office Supplies,Storage,Medium
OFF-LA-10002787,Avery 480,Office Supplies,Labels,Low
OFF-PA-10001934,Xerox 1993,Office Supplies,Paper,Low
OFF-AP-10002457,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",Office Supplies,Appliances,Medium
OFF-FA-10003112,Staples,Office Supplies,Fasteners,Low
OFF-AP-10002350,Belkin F9H710-06 7 Outlet Surgemaster Surge Protector,Office Supplies,Appliances,Low
TEC-AC-10001142,First Data Fd10 Pin Pad,Technology,Accessories,Medium
TEC-AC-10001101,Sony 16Gb Class 10 Micro Sdhc R40 Memory Card,Technology,Accessories,Medium
OFF-AP-10002439,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Office Supplies,Appliances,Medium
OFF-BI-10002827,Avery Durable Poly Binders,Office Supplies,Binders,Low
OFF-EN-10002230,Airmail Envelopes,Office Supplies,Envelopes,Medium
OFF-ST-10001511,Space Solutions Commercial Steel Shelving,Office Supplies,Storage,High
OFF-SU-10004231,Acme Tagit Stainless Steel Antibacterial Scissors,Office Supplies,Supplies,Low
TEC-PH-10004042,Clearone Communications Chat 70 Ocâ Speaker Phone,Technology,Phones,Medium
FUR-FU-10003096,"Master Giant Foot Doorstop, Safety Yellow",Furniture,Furnishings,Low
FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,Furniture,Furnishings,Low
FUR-TA-10000688,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Furniture,Tables,Medium
OFF-AR-10001954,Newell 331,Office Supplies,Art,Low
OFF-AP-10004532,Kensington 6 Outlet Guardian Standard Surge Protector,Office Supplies,Appliances,Low
OFF-PA-10002137,"Southworth 100% Rã©Sumã© Paper, 24Lb.",Office Supplies,Paper,Low
OFF-AP-10000804,Hoover Portapower Portable Vacuum,Office Supplies,Appliances,Low
TEC-AC-10003614,"Verbatim 25 Gb 6X Blu-Ray Single Layer Recordable Disc, 10/Pack",Technology,Accessories,Low
FUR-FU-10003553,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",Furniture,Furnishings,Low
OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,Office Supplies,Binders,Medium
OFF-BI-10003305,Avery Hanging File Binders,Office Supplies,Binders,Low
OFF-ST-10002583,Fellowes Neat Ideas Storage Cubes,Office Supplies,Storage,Low
TEC-MA-10004125,Cubify Cubex 3D Printer Triple Head Print,Technology,Machines,High
OFF-LA-10001934,Avery 516,Office Supplies,Labels,Low
FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Furniture,Bookcases,Medium
FUR-FU-10004071,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,Furniture,Furnishings,Medium
OFF-ST-10002444,Recycled Eldon Regeneration Jumbo File,Office Supplies,Storage,Low
TEC-AC-10002253,Imation Bio 8Gb Usbâ Flash Drive Imationâ Corp,Technology,Accessories,Medium
OFF-PA-10000743,Xerox 1977,Office Supplies,Paper,Low
OFF-LA-10002312,Avery 490,Office Supplies,Labels,Low
OFF-LA-10003510,"Avery 4027 File Folder Labels For Dot Matrix Printers, 5000 Labels Per Box, White",Office Supplies,Labels,Low
OFF-AR-10001118,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",Office Supplies,Art,Low
OFF-BI-10001575,Gbc Linen Binding Covers,Office Supplies,Binders,Low
FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",Furniture,Furnishings,Medium
FUR-TA-10002774,Laminate Occasional Tables,Furniture,Tables,Medium
OFF-PA-10001800,Xerox 220,Office Supplies,Paper,Low
OFF-AP-10001469,Fellowes 8 Outlet Superior Workstation Surge Protector,Office Supplies,Appliances,Medium
FUR-BO-10003272,O'Sullivan Living Dimensions 5-Shelf Bookcases,Furniture,Bookcases,High
OFF-EN-10001219,"#10- 4 1/8"" X 9 1/2"" Security-Tint Envelopes",Office Supplies,Envelopes,Low
OFF-AP-10001154,Bionaire Personal Warm Mist Humidifier/Vaporizer,Office Supplies,Appliances,Medium
TEC-AC-10001606,Logitech Wireless Performance Mouse Mx For Pc And Mac,Technology,Accessories,Medium
OFF-BI-10003355,Cardinal Holdit Business Card Pockets,Office Supplies,Binders,Low
FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Furniture,Furnishings,Medium
OFF-PA-10004092,Tops Green Bar Computer Printout Paper,Office Supplies,Paper,Medium
FUR-TA-10000198,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Furniture,Tables,High
OFF-ST-10000036,"Recycled Data-Pak For Archival Bound Computer Printouts, 12-1/2 X 12-1/2 X 16",Office Supplies,Storage,Medium
FUR-FU-10000222,"Seth Thomas 16"" Steel Case Clock",Furniture,Furnishings,Medium
OFF-SU-10004664,Acme Softgrip Scissors,Office Supplies,Supplies,Low
OFF-EN-10001141,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" X 9""",Office Supplies,Envelopes,Low
TEC-PH-10002170,Clearsounds Csc500 Amplified Spirit Phone Corded Phone,Technology,Phones,Low
OFF-PA-10001954,Xerox 1964,Office Supplies,Paper,Medium
